createdAt,text,sentimen,validasi_h1
2026-04-13 23:45:35,"Serem + jijik banget sama kejadian di FHUI ini. Pas weekend dikasih tau temen yang anak FEUI, terus liat screenshot grup chat mereka… langsung eneg. Tadi juga sempet nonton live-nya, dari 16 orang yang terlibat, cuma 2 yang berani muncul di forum. Sisanya? 14 orang katanya nggak diizinin ortu. Lucu sih, pas di chat berani banget jari sama mulutnya, tapi giliran disuruh tanggung jawab malah pada ciut",Positive,1
2026-04-13 23:46:26,"Bencii banget sama yg bilang live forum fhui semalem ""seru"". ITS NOT. Kebayang ngga sih betapa traumatisnya para korban untuk berada di ruangan yg sama dengan pelaku. Dan tujuan dari ini semua kan untuk mencari keadilan bagi para korban, mereka lah yang seharusnya didengarkan",Positive,1
2026-04-13 23:48:30,tau ga apa yg makin bikin miris dari kasus fh ui ini? theyre supposed to be part of the future law enforcement. fucking LAW ENFORCEMENT. ini pun yg ketauan blm yg masih senyap.,Positive,1
2026-04-13 23:48:52,Semalem nonton Live kasus FH UI Salah satu yang paling sedih pas Ibu dosen ini ngomong kalo nama nya juga di ada di grup itu. https://t.co/RrHXVG0Ct9,Neutral,0
2026-04-13 23:48:57,"@MastinSaurus gmn pelaku ks ngga pd besar kepala kl baca tulisan lu, merasa dibela mereka. keren lu ngetik gt? pelaku jg ya?",Positive,1
2026-04-13 23:49:50,"semaleman nonton live forum FH UI cuma bisa melongo aja karena itu para pelaku pada sakit sih. ngerasa ada yg backing sih. apalagi salah satu bilang pelecehan yg dilakukan dimaksudkan hanya untuk konteks ""bercandaan &amp; memancing reaksi grup"" waahhhhh, shock bgt dengernya.",Positive,1
2026-04-13 23:51:00,@MastinSaurus @sampahfhui jadi nunggu ada korban yg dilecehin secara nyata dulu baru ditindak?,Positive,1
2026-04-13 23:51:02,Wow serem bgt kasus fh ui ini anjirr isi tl gw itu semua,Neutral,0
2026-04-13 23:51:22,"@screamerdiva @sampahfhui Selalu gen itu melihat pov yg kasat mata, berasa semua bisa ‘lebih bijak’. Lebih milih si penyebar yg disalahkan, daripada pelaku cabul itu dihukum. Oh iya madam misal anak madam yg jadi korban, coba ngetik itu lagi kira2 sanggup tidak ya?",Positive,1
2026-04-13 23:53:01,Jadi endingnya dari kasus fh ui apa gaes?,Neutral,0
2026-04-13 23:54:42,no offense tapi menurutku penanganan kasus fh ui ini cukup bagus yaa beneran di dudukin sampe tengah malam trus di hadirin massa beda ama kampus top sumatera kmrn juga ada kejadian sama kayak gini itu juga pelecehannya dari grup chat wa si korban udh up ke x tapi malah si,Neutral,0
2026-04-13 23:54:57,"@tesvsyy @sampahfhui @HukumUI ""Asdos FH UI &amp; Seorang Perempuan"" namun justru tidak melindungi korban KS💩",Positive,1
2026-04-13 23:55:56,"@univ_indonesia Datang buat belajar keadilan, pulang jadi contoh kenapa hukum itu dibutuhkan 💀 Pelaku KS [ Kekerasan Seksual Fakultas Hukum ] FH UI terbanyak 16 orang, silahkan Rektor dan Dekan pakai topeng badut untuk menutupi rasa malu",Positive,1
2026-04-13 23:56:19,@sampahfhui miris banget padahal mereka ini calon penegak hukum lohh harusnya mereka paling paham soal etika dan konsekuensi hukum. dan parahnya mereka malah normalisasiin pelecehan wkwkwk. ini kesannya mereka kayak belajar hukum biar terhindar dari hukum itu sendiri SICK.,Positive,1
2026-04-13 23:56:48,@manisfir @direktoridosen @sampahfhui @BudiBukanIntel @AzzamIzzulhaq @barcastuff_idn @FandomID_ @perum_damri Emak lu bini lu adik cewek lu atau mngkn nanti anak cewek lu dilecehin lewat kata2 lu pasti cm cengengesan...sejenis anjing kek nya lu nih...oh atau msh bocil dongo....‍️,Positive,1
2026-04-13 23:57:27,@tesvsyy @sampahfhui @HukumUI ternyata sekeluarga SAKIT ya UI UI lu bobrok banget dalemnya astaga,Positive,1
2026-04-13 23:57:35,@screamerdiva @sampahfhui pantes aja anaknya rusak begini lahir dri ibu otak begini seakan2 masalah kaya gini kecil buat siibu coba dah bu lu mau ga dijadiin objektivitas seksual?? atau kalo lu punya anak cewe digituin? goblok bgt anjir sekelas orang berpendidikan kaya gini ngetik kaya ga pernah sekolah!,Positive,1
2026-04-13 23:57:39,@sampahfhui apa bedanya elo semua dengan grup tele yg ngelecehin keluarganya sendiri itu sama sama ga punya otak.,Positive,1
2026-04-13 23:57:45,@MastinSaurus @sampahfhui lu tolol apa bego sih anj itu udh masuk ke pelecehan verbal jadi org otak jgn di dengkul liat kaya beginian malah di dukung,Positive,1
2026-04-13 23:57:49,Pelaku kasus FH UI ini hidup cuman sekali malah cosplay jadi tersangka,Positive,1
2026-04-13 23:57:53,@yvesauvaged @ppksui @sampahfhui Pelecehan verbal apa sih goblok kalo cewenya aja gatau ada grup? Gara2 grupnya DISEBAR justru jadi tau. Goblok bgt otak tai,Negative,2
2026-04-13 23:57:57,@sampahfhui Calon penegak hukum aja TOLOL pantes hukum di indo selalu tumpul dan mudah untuk di KKN mahasiswa dari KAMPUS TERNAMA tapi kelakuan kaya TAI,Positive,1
2026-04-13 23:58:31,@MastinSaurus @sampahfhui Bunda bunda peran ortu penting bgt buat kesehatan mental dan perkembangan otak anak. Ini udh level NPD yg udh wadudaw bgt otaknya. Awasin anak kalian agar tidak terpapar pemikiran cabul seperti ini,Positive,1
2026-04-13 23:58:57,@abulmuzaffar10 Bayangin anak hukum yang seharusnya lindungi korban malah jadi pelaku kasus FH UI hari ini bikin geleng-geleng kepala https://t.co/WJIjbcIhUh,Positive,1
2026-04-13 23:59:46,@sampahfhui kyk gini sih hukuman paling beratnya kena sanksi sosial cancel culture dan normalisasi untuk ga memaklumi atau lupain kesalahan. kalo lewat hukum formal sih ga mempan kan tumpul ke atas. mereka anak2 priviledge.,Positive,1
2026-04-14 00:01:50,"@MastinSaurus @sampahfhui Ini kalau pelaku smp nyewa pengacara, yg dituntut bisa2 yg nyebarin isi chat, sama kampus kl sampai DO, apalagi kabarnya ada anak pejabat juga. Negara kita negara hukum bukan negara etika, sdh banyak dicontohin sm pejabat2.",Negative,2
2026-04-14 00:04:23,@screamerdiva @sampahfhui masih ga habis fikir sama yg nyalahin si penyebar harusnya lu ajarin anak lu anjing biar kelakuannya ga bejat buka malah “andai saja si penyebar lebih bijak”,Positive,1
2026-04-14 00:04:47,"@MastinSaurus @sampahfhui Berarti emng tongkrongan lu suka ngelecehin juga, fix kualitas otak nya sama",Positive,1
2026-04-14 00:08:52,"@MastinSaurus @sampahfhui spill sekalian yappingan group chat tongkrongan lo yang isinya sampah kayak gini juga kak, biar sekalian digoreng warga. punya tongkrongan yang yapping cabul kok bangga 👎🏻",Positive,1
2026-04-14 00:12:39,"@MastinSaurus @sampahfhui JAWAB ANJIR. kalo LO yang digituin SAMA TONGKRONGAN cowo “anjir seksi bgt sih lo, bool nya mau gw tusuk” dll dll, di belakang lo terus LO TAU, LO BAKAL MARAH GAK?? jawab anjir.",Positive,1
2026-04-14 00:13:06,"@MastinSaurus @sampahfhui Kalo nongkrong tapi omongan gaada yang bagus mending gausa nongkrong bang emak lu kalo tau juga pasti jijik, mau lu ngelecehin dibelakang orangnya tetep kena pasal makanya sekolah jangan nongkrong mulu biar ga bloon",Positive,1
2026-04-14 00:15:02,@screamerdiva @sampahfhui kok penyebar yg harus lebih bijak dan dinasehatkan???? logikanya gimana ya mon maap. knp ga lu aja yang nasehatin anak lu sendiri biar jd manusia bener,Positive,1
2026-04-14 00:15:54,"@MastinSaurus @sampahfhui salah sih bukan berarti ga ngelecehin dpn korban itu bener yaa, harusnya mikir dong apalagi mereka kan mahasiswa, mau diteken segimana pun kalo otak mereka berporos hanya di tt pantat dll itu bisa ky bom waktu, ga pantes tau dan dgn terbongkar nya isi chat mereka kan kita tau",Positive,1
2026-04-14 00:19:29,"@screamerdiva @sampahfhui ""Andai saja si penyebar lebih bijak."" Lho Bu, seharusnya anak-anak di grup itu yang lebih bijak buat nggak melakukan pelecehan meskipun di grup private dan seharusnya juga Ibu serta orang tua lain juga lebih bijak untuk menasehati mereka. Bukan malah melindungi pelaku pelecehan",Positive,1
2026-04-14 00:20:30,@MastinSaurus @sampahfhui Moga lu diganyang ampe bool lu dower,Positive,0
2026-04-14 00:21:31,"@MastinSaurus @sampahfhui kalo kelakuannya uda jelas emang salah dan bisa menjadi cikal bakal pemicu tindakan yg super duper salah mending jgn dibelain yah kakak, inih bukan sok suci apa gimana2nya nich",Positive,1
2026-04-14 00:27:59,@MastinSaurus @sampahfhui yapping lo di tongkrongan emang selalu gini ya? sok suci my ass. Orang waras pasti mikir kalo obrolan kayak gitu gapantes dan salah. Imagine they’re talk and harassing ur mother?? what would u do?? u dumbass,Positive,1
2026-04-14 00:28:17,@MastinSaurus @sampahfhui heboh bgt kirain emg pelecehan langsung. trnyata cm grup gosip toh. hedeh.,Negative,2
2026-04-14 00:32:02,@MastinSaurus @sampahfhui kbnyakan yapping lu mental rapist!!!,Positive,1
2026-04-14 00:38:55,@MastinSaurus @sampahfhui Tongkrongan lu jelek berarti bang hak kek gitu dilumrahin. Gua juga punya temen yg tongkrongan bahasannya kek gitu tpi gua memilih out karena udah terlalu rusak. Jusyru gua salut ama sender nya berani bersuara yg gua sendiri pun ga mampu,Positive,1
2026-04-14 00:43:26,"@sampahfhui tandain itu nama nama mereka, kedepan mereka akan. jadi orang legal, pengacara, jaksa, hakim, ingat baik baik mereka melecehkan perempuan sekalipun itu di grup private, tapi dilakukan secara sadar",Positive,1
2026-04-14 00:44:24,"@MastinSaurus @sampahfhui hey bodoh, mau itu di grup atau dilecehin depan korban.. hal hal kek gini impact nya bikin kampus gada rasa aman. apalagi mayoritas dilakukan mahasiswa yang punya jabatan",Positive,1
2026-04-14 00:47:12,"@MastinSaurus @sampahfhui yaudah bang, coba kalo yg digituin adek cewe lo, emak lo, kakak cewe lo or ANAK LO SENDIRI. Yakin masih terima?",Positive,1
2026-04-14 00:52:56,"@MastinSaurus @sampahfhui Halah halah, lo juga kalo foto2 lo dijadiin bahan omongan dan objek seks di grup orang2 homo palingan ngamuk juga 🤣",Positive,1
2026-04-14 00:53:47,"@MastinSaurus @sampahfhui Bener sih, w setuju kali ini. Grup private itu ya ngomongin org. Yg dipertanyakan yg ngeshare ini siapa",Negative,2
2026-04-14 00:55:02,"@sampahfhui Sampah, jurusan Hukum tapi kerjaanya ngelecehin Mulu , najis BL dr smua kantor hukum di Indonesia",Positive,1
2026-04-14 00:55:35,"@sampahfhui ""Diam berarti consent"" lu bayangin 15 tahun ke depan para penegak hukum negara ini adalah orang-orang modelan ini",Positive,1
2026-04-14 00:56:47,"@MastinSaurus @sampahfhui otak lu dimana? mau di umbar atau kaga tetep salah, topik yg di bahas ga pantes",Positive,1
2026-04-14 00:57:32,"@sampahfhui @foodwillrescue Fetish aneh anjir. 🤢 Cowo berkumpul di satu grup eh ngomonginnya beginian. Anak FAKULTAS HUKUM! Dan Anak UI pula yang katanya kampus terbaik 😂 Lu calon sarjana Hukum, kumpul di satu grup bukannya ngomongin Negara ini yang lagi rusak! Malah ngomongin t*te! 🤬",Positive,1
2026-04-14 00:58:03,@sampahfhui Pantas di DO masih Mahasiswa bibit moralnya udah begitu apalagi nanti udah jadi Profesionalis dibidang Hukum.,Positive,1
2026-04-14 00:58:20,@sampahfhui Berarti yg cepuin isi grupnya orang dalem dong ?,Neutral,0
2026-04-14 00:59:11,@sampahfhui bayangin mereka yang ngurus korban pelecehan tapi mereka juga sendiri adalah pelaku nyaa..,Positive,1
2026-04-14 01:00:28,"@MastinSaurus @sampahfhui Kalo misalnya gosipin orang, atau ngata2in orang, atau bahkan bully di group chat gitu masih sama jg gak ya?",Neutral,0
2026-04-14 01:01:22,"@sampahfhui yang bilang jadi cewe tuh enak siapa sih? dia diem, gak kenal lu, gak ada urusan… tetap aja dilecehin. terus masih bisa bilang “diam berarti consent”? lu gak akan pernah ngerti setakut apa, semalu apa, dan setrauma apa perempuan yang lu lecehin.",Positive,1
2026-04-14 01:06:16,"@sampahfhui Diem berarti concent, otaknya itu loh, mikirnya gt pantes knalpot aja di lecehin, mayat pun dilecehin, menjijikkan",Positive,1
2026-04-14 01:06:32,@sampahfhui Jadi gini ya kelakuan mahasiswa FH kampus top tier ituuuu,Positive,1
2026-04-14 01:06:40,"@sampahfhui Bayangain, orang2 model gini dikasih uang jabatan trus memimpin negeri ini, apa gak makin rusak negara ini? Lulusan Corona dan produk kurikulum WFH lihatlah hasilnya",Positive,1
2026-04-14 01:08:14,"@sampahfhui beginilah aslinya obrolan kebanyakan cowok di tongkrongan, sick",Negative,2
2026-04-14 01:10:08,"@MastinSaurus @sampahfhui Ya itu tau isi kepala mendinh disimpen, kok diketik ke grup chat? Lu mabok kah kok tulisannya gk sinkron?",Positive,1
2026-04-14 01:10:15,@sampahfhui Penasaran yg nge leaked siapa nehh,Neutral,0
2026-04-14 01:10:39,@sampahfhui najisss kelakuan orang sakit,Positive,1
2026-04-14 01:11:13,"@sampahfhui halah kayak ga tau hukum di indonesia aja kayak gimana , pelaku dari FH UI juga nanti pasti kagak ngaruh apa2 ke dia nya",Negative,2
2026-04-14 01:12:07,@sampahfhui @lovesnaxj najis banget hokcuh,Positive,1
2026-04-14 01:12:25,@sampahfhui jijik.,Neutral,1
2026-04-14 01:12:54,@sampahfhui pembahasan tongkrongan cowo serem ya,Neutral,0
2026-04-14 01:13:04,"@sampahfhui Parah banget ini calon calon pengacara , jaksa, hakim kelakuannya ko begini . Wajib DO !!",Positive,1
2026-04-14 01:13:06,@sampahfhui hasil dikasih makan pake uang haram kah?,Positive,1
2026-04-14 01:15:12,@sampahfhui sumpah rot in hell anjir,Positive,1
2026-04-14 01:15:47,"@sampahfhui Kaya gk mencerminkan mahasiswa,!! Cuh!",Positive,1
2026-04-14 01:15:56,"@DennySeggssegar @sampahfhui Tongkrongan omongannya gitu berarti org2nya pd sakit jiwa ya. Bisa aja lho org yg diomongin anggap itu ""niat"" melecehkan. Wih ngeri",Positive,1
2026-04-14 01:16:26,@MastinSaurus @sampahfhui @MastinSaurus sakiiit jiwa lu!!!,Negative,1
2026-04-14 01:16:47,"@MastinSaurus @sampahfhui justru itu kl MEREKA manusia WARAS, harusnya bisa kontrol diri buat ga ngelecehin cewek lewat teks atau verbal. manusia NORMAL harusnya punya AKAL.",Positive,1
2026-04-14 01:18:23,@sampahfhui grup binatang,Positive,1
2026-04-14 01:19:13,"@MastinSaurus @sampahfhui KALO IBU LU, ADIK ATAU KAKA PEREMPUAN LU, ATAU ANAK PEREMPUAN LU DILECEHIN VERBAL LU BAKAL GIMANA?",Positive,1
2026-04-14 01:19:16,"@MastinSaurus @sampahfhui Seandainya ada tongkrongan laki-laki ngomongin ibu lo secara seksual berarti lo anggap bercanda doang? Miris sih kalau iya, kasian banget ibu nya, jangan2 selama ini anda juga ga menghargai sosok ibu? Soalnya kalau menghargai sosok ibu pasti tau batasan mana bercandaan mana bukan",Positive,1
2026-04-14 01:19:27,@sampahfhui Bisa leak y gimana jirrr? Senapsaran,Neutral,0
2026-04-14 01:19:45,@sampahfhui Ini ada anggota grup yg share dong ya 🤭,Neutral,2
2026-04-14 01:20:02,"@MastinSaurus @sampahfhui Pembelaan macam apa ini? 'Nggak apa-apa selama di grup privat'? Jadi ngelecehin rame-rame di belakang layar tiba-tiba jadi normal ya? Begitu diketik dan dishare itu udah aksi + jejak digital, bukan 'isi kepala'. Yang aneh bukan cuma pelakunya, tapi yang masih bela-bela juga.",Positive,1
2026-04-14 01:20:02,"@MastinSaurus @sampahfhui emang suci ni gw, mau apa lu? pelaku juga ya jgn2? ahahaha",Positive,1
2026-04-14 01:20:35,"@revol7hink @sampahfhui Yg normalisasiin ngelecehin orang meskipun cm di grup chat, SAKIT JIWA. Klo mo becandaan terserah. Ngomong jorok terserah. Tapi ga ngelecehin orang lain, dikit2 birahi.",Positive,1
2026-04-14 01:21:03,"@MastinSaurus @sampahfhui Yapping di grup/tongkrongan lo sering ngelecehin cewe ya? Pantesan lu b aja. Btw, grupchat &amp; tongkrongan gw mah gapernah begitu ya walau ada cowonya 🤭",Positive,1
2026-04-14 01:21:07,"@sampahfhui ya allah adek²🤦‍♀️ kuliah mah kuliah ajaa, pikiranny jgn jorok. ""becandaan doang, hiburan"" ya tpi gk bikin grup jorok jugaaaa 🤬 apaaa? ""org bejat dgn jabatan"" 👏👏 harus jadi bahan evaluasi kampus, bikin peraturan yg bisa bikin sampah model begitu di DO. semangat buat semuany 🥺",Positive,1
2026-04-14 01:22:14,@sampahfhui stres anjg,Neutral,1
2026-04-14 01:23:16,@sampahfhui Semua muka bejad lu ga ada pantes2 nya kuliah hukum. Dan semoga ada keadilan buat para korban yang ke mention di chat itu dan korban mendapat perlindungan.,Positive,1
2026-04-14 01:23:23,"@revol7hink @zeezeesya @ra91831572 @dahanlapuk wakakaka lu keliatan bgt ga terimanya, lo pelaku atau keluarga dari salah satu pelaku? katanya discuss tp ngotot, klo emg lo mau discuss source lo harus kuat jg gausah pake opini logic lo itu krna ga berguna",Neutral,1
2026-04-14 01:23:53,@sampahfhui Sakit,Neutral,1
2026-04-14 01:25:57,@sampahfhui SAKITTTTT,Positive,1
2026-04-14 01:28:35,@sampahfhui sumpah ya ini jijik banget lihat nya 🤮,Positive,1
2026-04-14 01:28:35,@MastinSaurus @sampahfhui sampah banget bahasan tongkrongan lu melecehkan perempuan,Positive,1
2026-04-14 01:28:44,"@DennySeggssegar @sampahfhui Najis kali tongkrongan kau, padahal banyak lagi topik normal di dunia ini yg bisa dibahas, tapi kau pilih topik buat melecehkan perempuan yg notabene sama kek org yg ngelahirkan kau? Gk normal pikiran kau memang, berobat kau, udah sakit itu jiwa kau, udah gak sehat.",Positive,1
2026-04-14 01:29:06,"@MastinSaurus @sampahfhui eh bodoh klo orang pikirannya ajh udh ngeres apalagi tingkahnya, pasti gk bener krna yg ada diotaknya porno semua, rusak tuh otak",Positive,1
2026-04-14 01:29:13,@sampahfhui mahasiswa fakultas hukum kampus gede indo begini modelnya? wkwk,Neutral,1
2026-04-14 01:30:30,@MastinSaurus @sampahfhui tongkrongan iblis kah,Positive,1
2026-04-14 01:30:57,"@sampahfhui Anak UI ya.... mencoreng nama almamater bgt. Mungkin semua anak UI pinter, tp gak semua beradab",Positive,1
2026-04-14 01:33:30,"@sampahfhui ""kita lowkey dpr"" jing?🤢",Neutral,1
2026-04-14 01:33:53,@MastinSaurus @sampahfhui lah ngapa jadi lu yg sewot kocak? “yapping di grup/tongkrongan” itu mah emang tongkrongan lo yg jelek,Positive,1
2026-04-14 01:34:03,@sampahfhui sangat tdk berkualitas,Neutral,1
2026-04-14 01:34:05,@sampahfhui edan,Neutral,1
2026-04-14 01:35:12,@MastinSaurus @sampahfhui Waduh jgn² ini salah satu pelakunya. Miris bgt. Semoga anak perempuan/kaka lu ga ngalamin yaa. Soalnya lu ngomong seenak jidat🖕🏻,Positive,1
2026-04-14 01:35:16,@sampahfhui Masih ada yg mau jadi pacar atau istri mereka keterlaluan sih,Positive,1
2026-04-14 01:35:41,BIADAB! FH UI lo ini! pantesan sistem penegakan hukum Indonesia terutama yg menyangkut kekerasan seksual alot banget. Calon-calon penegak hukumnya aja begini,Positive,1
2026-04-14 01:36:06,@MastinSaurus @sampahfhui Dumb,Neutral,1
2026-04-14 01:36:12,@sampahfhui anak kebanyakan dikasih makan duit haram ya gini wkwk,Positive,1
2026-04-14 01:36:12,"@sampahfhui Tau nggak, dengan Awalnya di grup cmn perbincangan gni, tapi lama lama otak bisa terstimulasi melakukan hal guoblok. Jangan sepelekan ps",Positive,1
2026-04-14 01:37:32,@MastinSaurus @sampahfhui Dih najis. Ciri-ciri orang yg satu pemikiran sama mahasiswa hukum yg pelaku pelecehan,Positive,1
2026-04-14 01:39:02,"@sampahfhui Duh baca ini jadi ngorek2 luka lama gue lg. Dulu gue pernah dilecehin senior2 kampus juga, bahkan ga di ranah private, mereka jelas2 ngomongin gue di twitter pas tahun 2013. Coba aja dulu ada the power of viral ya, mungkin udh gue laporin semuanya😭😭😭😭😭😭😭",Positive,1
2026-04-14 01:39:42,@sampahfhui mahasiswa sampah,Positive,1
2026-04-14 01:40:51,"@sampahfhui wah gimana mau maju nih negara calon kalo mahasiswa nya aja ga ada etika nya, pinter doang ga ada attitude buat apa",Positive,1
2026-04-14 01:42:16,@MastinSaurus @sampahfhui Gue kira obrolan tongkrongan gue tentang pemerintahan itu udah topik sampah ternyata tongkrongan lu lebih buruk dari itu ya,Positive,1
2026-04-14 01:43:25,@sampahfhui sickk,Neutral,1
2026-04-14 01:45:28,@sampahfhui Jadi ini yg semaleman muncul mulu live nya katanya sampe jam 3 pagi yak,Neutral,0
2026-04-14 01:45:35,@sampahfhui Itu kalo ibunya dilecehin apa iya terima.,Positive,1
2026-04-14 01:46:07,"@sampahfhui wah gimana mau maju nih negara kalo mahasiswa nya aja ga ada etika nya, pinter doang ga ada attitude buat apa",Positive,1
2026-04-14 01:46:37,@sampahfhui sakjiww anjggg,Neutral,1
2026-04-14 01:48:10,@MastinSaurus @sampahfhui ada orang logikanya meleset gini ternyata...,Neutral,1
2026-04-14 01:48:26,"@sampahfhui Mantan atasan gue juga lulusan FHUI, dia juga suka ngelecehin cewe² secara verbal. Najis sih",Positive,1
2026-04-14 01:48:38,@MastinSaurus @sampahfhui Lu milih bundir atau dibunuh bang? Buruan biar ngurang2in oksigen,Negative,0
2026-04-14 01:48:39,"@MastinSaurus @sampahfhui mastin, belajar lagi coba ya. mrka belajar Hukum buat apa jadinya mastin? menegakkan hukum atau malah jadi kriminal itu? bedanya nnti dgn rakya biasa mrka bs ngelak karna privillage dn paham hukum mereka. jdi drpda ngetik gini, cb deh mikir DENGAN OTAK KOSONGMU ITU. thanks",Positive,1
2026-04-14 01:48:39,@MastinSaurus @sampahfhui pikiran goblog anjg,Positive,1
2026-04-14 01:49:50,"@MastinSaurus @sampahfhui banyak gak di dunia ini yg bs dibicarakan, tpi mrka milih buat bahas ""pelecehan terhadap perempuan""",Positive,1
2026-04-14 01:50:16,"@sampahfhui sekelas UI aja bgini, gmna yg lain yaa? Ngeri cok klo lu liat grup chat cowo² mah",Positive,1
2026-04-14 01:50:42,"@MastinSaurus @sampahfhui Coba lu baca kalimat lu sekali lagi bang. Privat atau enggak, bener ga tindakan begitu? Atau lu salah satu pelaku ya di lingkungan lu sendiri wkwkwkwk",Positive,1
2026-04-14 01:50:50,"@sampahfhui Banyak ni yang buat grup kek gini, ku korban nya🥹",Positive,1
2026-04-14 01:51:05,@MastinSaurus @sampahfhui hiburan banget liat laki2 mempertontonkan kebodohan kaumnya.,Positive,1
2026-04-14 01:52:06,"@screamerdiva @sampahfhui Mau digrup umum kek mau digrup private kek salah ya salah aja deh bu🤦🏻‍♀️ ibu ini modelan yang kalau anak kecil buat salah pasti bilangnya, namanya juga anak kecil",Positive,1
2026-04-14 01:52:58,Tolong temen2 tetap kawal kasus fh ui,Positive,1
2026-04-14 01:54:12,"Kasus grup chat mahasiswa FH UI yg viral belakangan ini membuktikan betapa berbahayanya normalisasi pelecehan saat dibungkus dengan kedok ""komedi tongkrongan"". Mari kita coba bedah fenomena ini lewat lensa pop culture, spesifiknya lewat trope karakter seperti Minoru Mineta dari My Hero Academia. Di industri anime, karakter seperti Mineta secara konsisten dihadirkan sebagai comic relief. Sepanjang seri, dia terang-terangan melontarkan komentar cabul, mencoba mengintip ruang ganti perempuan, hingga merendahkan teman-teman sekelasnya. Tapi apa sanksi naratifnya? Paling hanya jitak ringan atau teguran kocak dari karakter lain. Media pop sering membingkai perilaku predatoris ini dengan kacamata permisif: ""boys will be boys"", maklumi saja namanya juga cowok puber yg lagi cari jati diri. Pelecehan direduksi sekadar menjadi gag komedi agar suasana cerita gak terlalu kaku. Mentalitas ""Mineta"" inilah yg menjadi base dari obrolan menjijikkan di grup chat tersebut. Mereka merasa bahwa ""locker room talk"" di ruang privat adalah zona aman untuk melucu. Saat mereka me-rating, mengobjektifikasi, dan melecehkan mahasiswi serta dosen secara verbal, mereka gak menganggap diri mereka sebagai pelaku kekerasan seksual. Di kepala mereka, mereka cuma sekumpulan cowok yg sedang ""bercanda"". Tapi jokes semacam ini tidak hadir dari ruang hampa, dan pastinya bukan victimless crime. Grup chat berisi belasan orang itu pada dasarnya adalah sebuah inkubator yg mereproduksi rape culture (budaya pemerkosaan). Member grup yg memilih diam, menimpali, atau ikut tertawa—sebelum akhirnya satu whistleblower berani angkat bicara (itupun setelah ditekan oleh pacarnya)—sedang mempraktikkan apa yg disebut male homosocial bonding. Mereka mengukuhkan solidaritas persaudaraan maskulin dan membuktikan ""ke-asik-an"" mereka di dalam sirkel tersebut dengan cara menjadikan martabat perempuan sebagai mata uang sosial. Kalau ada yg negur, dia bakal langsung dicap ""gak asik"", ""kaku"", ""sok suci"", atau dikeluarkan dari tongkrongan. Ironisnya, ketika dituntut pertanggungjawaban oleh massa, keangkuhan maskulin mereka langsung luntur dan mereka memilih berlindung di balik ketiak orang tua saat mediasi. Ini membuktikan bahwa reproduksi pelecehan selalu difasilitasi dan berlindung di balik tembok privilese kelas. Selama masyarakat kita masih menganggap obrolan KS di ruang privat sebagai kenakalan wajar ala Mineta yg bisa dimaklumi, diskursus kita soal kekerasan seksual gak akan pernah maju. Candaan di balik layar hp mereka adalah bata untuk tembok pertama yg membangun piramida kekerasan di dunia nyata. Dan tembok itu, betapapun tebal tameng privilese yg melindunginya, harus kita hancurkan.",Positive,1
2026-04-14 01:54:13,@sampahfhui Bejat.,Positive,1
2026-04-14 01:54:16,@MastinSaurus @sampahfhui najis bgt org kaya lu anjg sampah,Positive,1
2026-04-14 01:54:39,@sampahfhui dunia makin ga aman untuk perempuan,Positive,1
2026-04-14 01:55:02,@sampahfhui Najis banget lihat sampah2 ini,Positive,1
2026-04-14 01:55:34,@MastinSaurus @sampahfhui Biasanya yg kayak gini2 ya karena kelakuannya gak beda jauh jadi menormalisasi...,Positive,1
2026-04-14 01:55:45,@sampahfhui Udah bener kuliahin anak ke luar negeri aja,Neutral,0
2026-04-14 01:55:58,@sampahfhui KACAUUUU DAHH,Positive,1
2026-04-14 01:56:48,"@sampahfhui mungkin rata rata anak jaman sekarang tuh ada yg kayak gini dan mungkin bisa banyak, tapi mereka gak ke ekspos aja. gak membenarkan kelakuan mereka yg bakal jadi orang hukum, tapi melihat kelakuan seperti ini pasti sering kejadian di beberapa anak lainnya",Neutral,0
2026-04-14 01:57:23,@sampahfhui @cl0utbabee sakit,Neutral,0
2026-04-14 01:57:41,@revol7hink @sadampermana_w kak ini pelecehan verbal dan chat nya udah di up publik,Neutral,0
2026-04-14 01:58:23,"@MastinSaurus @sampahfhui anjir enabler, cuih",Negative,1
2026-04-14 01:58:50,"@MastinSaurus @sampahfhui Pelecehan verbal, objectifying, ngomongin orang kayak barang itu tetep salah ye blok, mau di grup/di mana pun. Otak dipake.",Positive,1
2026-04-14 01:59:53,@MastinSaurus @sampahfhui Ini tuh sma halnya sprti menormalisasikan “namanya jg laki2” pdhal gk semua laki2 begtu.,Positive,1
2026-04-14 02:00:48,@MastinSaurus @sampahfhui Lah itu sampe ngatain bentuk susu kalo gak ngelecehin apa namanya? Otak kok ditaruh di rumah makan Padang.,Positive,1
